@relation DatosTest

@attribute característica_1 real
@attribute característica_2 real
@attribute hipótesis {-1, 1}



@data
2.39918,6.92142,1
0.60355,3.96164,1
-0.56047,3.14159,1
2.31232,6.39898,1
-0.14914,3.66626,1
1.46789,5.65877,1
1.40719,5.66013,1
3.90696,7.31880,1
1.49026,5.37842,1
1.69294,4.34448,1
1.36151,6.08590,1
1.93213,5.53425,1
1.94714,5.18576,1
1.00295,4.84235,1
0.79192,3.88837,1
1.80685,5.79366,1
0.40334,4.04874,1
-0.16789,5.20946,1
2.40289,7.12292,1
1.89218,4.31301,1
1.22732,5.50644,1
2.79578,5.91152,1
1.29595,5.13463,1
2.42455,6.52853,1
0.93619,5.40910,1
2.54717,6.37448,1
1.59857,6.59551,1
1.45000,5.14583,1
0.57516,4.78230,1
0.30021,4.72063,1
1.21685,5.27073,1
0.80576,5.36292,1
1.01009,5.21451,1
2.68104,6.18510,1
1.78849,4.64667,1
1.99725,7.17273,1
1.18683,4.80449,1
2.38997,6.45534,1
0.82646,5.18264,1
1.63159,5.70344,1
2.70702,6.13482,1
1.25518,4.95937,1
1.12371,5.04473,1
2.93290,7.86827,1
2.67441,6.12998,1
0.84203,5.33830,1
2.01804,6.21323,1
1.23235,5.08445,1
2.50391,5.83542,1
2.93305,6.75334,1
0.00524,3.95041,1
2.94072,6.01139,1
2.82238,6.94392,1
1.80507,5.28500,1
3.18645,7.12684,1
1.54109,5.75373,1
0.61244,4.04029,1
-0.48978,3.32791,1
1.07300,5.29440,1
2.75748,5.59638,1
1.47352,6.12872,1
1.12570,6.65907,1
0.64914,5.25592,1
1.73647,5.53676,1
-0.19012,4.08097,1
1.10652,4.45131,1
0.12939,5.31706,1
1.69558,6.29053,1
1.23759,5.73555,1
0.68074,4.12679,1
1.38979,5.59214,1
1.02214,4.66904,1
0.96600,4.76903,1
2.50006,6.13955,1
1.93196,5.28323,1
2.16529,5.59055,1
2.40498,6.27223,1
2.20824,5.13378,1
1.83045,6.21473,1
2.18517,6.11067,1
2.38944,6.83163,1
1.86617,6.03671,1
2.68345,6.99607,1
1.99045,5.05244,1
1.77722,5.13195,1
3.25538,6.97268,1
0.98177,5.05112,1
1.14035,5.85423,1
2.46436,6.28097,1
1.24318,6.04106,1
2.68249,6.98318,1
2.10977,6.85234,1
1.73646,5.81675,1
0.96991,4.55451,1
2.50607,5.56916,1
0.13916,4.23750,1
1.47308,5.99078,1
2.35948,6.17443,1
1.87312,5.53110,1
2.43214,6.23693,1
3.78102,7.08747,1
2.53242,6.22062,1
1.81037,5.69607,1
2.09424,6.12323,1
1.92382,5.88348,1
0.05942,4.44606,1
1.07039,5.13953,1
2.08820,7.23548,1
1.35998,5.55732,1
1.48190,6.62317,1
0.77382,4.31648,1
1.39470,5.72771,1
2.15179,5.98719,1
0.01857,4.39814,1
1.64194,6.01757,1
2.01877,4.63621,1
1.02833,4.18903,1
1.92008,5.00870,1
-0.42607,3.82808,1
-0.98369,3.94614,1
0.48682,4.28012,1
1.10936,1.38850,-1
1.03127,1.30722,-1
0.82682,2.06348,-1
1.85020,1.35610,-1
0.87138,1.37946,-1
1.72304,2.90309,-1
2.25878,3.22006,-1
1.64725,8.68807,-1
1.71128,2.41438,-1
1.41728,2.08547,-1
0.91113,1.42692,-1
1.62008,1.79118,-1
2.42136,1.95361,-1
3.30454,0.70225,-1
1.38807,1.72562,-1
0.85991,3.15732,-1
1.76216,1.42981,-1
1.91651,2.70889,-1
1.50564,3.65050,-1
1.04126,3.84312,-1
3.70518,3.20947,-1
0.64159,0.51897,-1
1.34449,1.43530,-1
0.97176,3.45871,-1
1.27832,2.55182,-1
1.87225,2.01963,-1
1.74232,2.61732,-1
1.24074,3.96713,-1
2.24971,2.20839,-1
2.11479,1.27740,-1
2.13604,1.80742,-1
1.39062,1.77771,-1
2.50787,3.44887,-1
2.14745,2.57896,-1
4.49744,2.79690,-1
2.52284,2.20054,-1
2.61894,1.62035,-1
1.68403,2.08900,-1
0.98476,2.29337,-1
1.42121,0.87034,-1
1.21760,2.24190,-1
1.31576,3.51328,-1
2.05866,1.88493,-1
1.31955,5.17293,-1
1.15252,2.81875,-1
1.39972,1.56486,-1
1.54596,1.83608,-1
1.94203,1.70724,-1
1.12631,2.32721,-1
1.87185,3.16709,-1
1.70099,1.69021,-1
2.80038,2.65135,-1
1.51396,5.77289,-1
1.56238,3.52153,-1
1.03196,3.30408,-1
0.94733,1.23506,-1
1.86676,1.46152,-1
1.49213,2.32921,-1
2.01677,1.89574,-1
1.15366,0.75955,-1
3.53745,0.81168,-1
1.73133,3.72741,-1
2.50631,1.27778,-1
1.50566,7.00768,-1
1.54496,0.53089,-1
2.17281,2.63599,-1
2.05917,2.01451,-1
1.05327,1.27923,-1
0.89308,2.56663,-1
1.06274,1.25068,-1
0.93584,3.37323,-1
1.68848,2.09619,-1
1.39864,0.75304,-1
1.42304,0.47008,-1
0.95659,1.69843,-1
2.25202,4.00476,-1
1.96553,2.24499,-1
1.59066,2.08038,-1
2.48053,3.04242,-1
1.16231,0.87280,-1
1.94620,4.73613,-1
1.89530,1.17785,-1
1.89592,2.05990,-1
1.23158,1.61908,-1
1.87899,2.20281,-1
1.34185,0.62706,-1
1.15191,5.02456,-1
1.01887,2.79403,-1
2.49709,6.72584,-1
1.17542,4.71148,-1
1.53854,2.02767,-1
1.01668,1.14634,-1
1.46397,0.70939,-1
0.45257,2.03436,-1
1.06739,2.29675,-1
0.93186,3.77157,-1
1.09880,1.13816,-1
1.51391,3.24423,-1
1.44753,2.10193,-1
3.58859,1.26591,-1
1.31166,3.20431,-1
1.49181,2.36173,-1
0.88009,1.74881,-1
1.36213,6.21133,-1
0.96542,2.90242,-1
1.66882,1.88483,-1
2.31923,2.37851,-1
1.93809,2.12172,-1
1.24577,2.23481,-1
0.85880,2.64363,-1
2.95650,1.40199,-1
3.74349,1.24830,-1
1.73014,2.50025,-1
1.10964,6.24047,-1
2.66208,1.67516,-1
1.30075,1.09677,-1
1.36626,1.74521,-1
2.35032,1.50620,-1
0.94735,1.65466,-1
0.75374,2.67864,-1
1.95087,1.86264,-1
1.93536,1.40972,-1
1.71268,1.54302,-1
2.01108,0.91072,-1
2.54186,1.20236,-1
2.43070,0.86260,-1
1.31334,1.47758,-1
2.27957,1.05016,-1
1.76703,1.31746,-1
1.34687,1.68036,-1
1.02294,0.97994,-1
2.13569,1.99049,-1
1.43125,2.47001,-1
1.67963,1.12982,-1
1.20060,3.92888,-1
0.88674,0.77751,-1
1.76585,1.59189,-1
1.60825,0.82629,-1
2.66342,1.63759,-1
2.27205,0.90996,-1
2.51261,1.42632,-1
1.22195,1.29121,-1
1.13368,0.98906,-1
0.99239,0.58338,-1
2.01213,2.82649,-1
5.03107,6.68647,-1
2.20566,7.64458,-1
1.21019,1.49884,-1
2.30402,1.95893,-1
1.04987,1.52280,-1
0.93259,2.10764,-1
2.19675,1.16037,-1
1.20785,0.63656,-1
1.87085,1.97020,-1
2.89393,0.96553,-1
1.93566,0.64310,-1
2.39136,8.36912,-1
0.86734,1.75066,-1
2.14817,2.56595,-1
3.87832,4.11847,-1
2.04716,0.73282,-1
0.89016,2.58026,-1
1.52005,2.72113,-1
1.34988,2.11666,-1
1.92170,2.21373,-1
1.94413,1.46702,-1
1.93905,3.10756,-1
1.42545,1.20929,-1
1.29731,1.24878,-1
1.30234,3.11180,-1
2.31965,5.53962,-1
0.78568,1.59706,-1
1.51752,1.48729,-1
1.83703,2.57241,-1
1.26984,3.83210,-1
1.99549,3.59948,-1
1.60235,2.36810,-1
1.13279,1.37624,-1
1.75865,2.93838,-1
1.48101,1.92026,-1
1.39941,4.60052,-1
1.24045,0.86509,-1
1.68975,2.19183,-1
0.78785,4.36593,-1
1.40588,1.49636,-1
1.32655,1.38418,-1
1.14481,1.15007,-1
2.14059,1.70364,-1
1.22911,1.78548,-1
2.04675,2.18594,-1
2.43595,1.18529,-1
1.54845,2.11599,-1
1.84249,1.40168,-1
2.12933,1.61408,-1
1.59617,1.21786,-1
2.04694,1.69981,-1
0.99499,17.14867,-1
2.57068,15.55714,-1
1.10979,4.00743,-1
0.79332,3.22959,-1
2.86853,0.93531,-1
1.60787,1.41800,-1
1.97303,1.38868,-1
1.42575,2.77647,-1
1.09611,2.69068,-1
0.48230,2.14918,-1
2.11808,1.64186,-1
1.47009,1.15545,-1
1.52358,2.02019,-1
1.93914,3.98880,-1
0.93450,2.60235,-1
1.23149,2.24481,-1
2.60891,2.98765,-1
2.09415,2.85922,-1
0.98757,0.76348,-1
0.68297,2.03657,-1
1.31193,1.55959,-1
1.79607,0.59427,-1
2.40356,0.90744,-1
1.71171,1.66208,-1
1.05240,3.30441,-1
1.86351,1.75492,-1
1.03155,2.35691,-1
1.12256,1.17493,-1
1.26935,0.55190,-1
1.00828,2.13049,-1
1.47937,1.13802,-1
1.15030,4.06964,-1
1.47068,5.70337,-1
1.37030,1.61121,-1
1.39946,4.11945,-1
1.34795,3.56866,-1
2.70018,0.86155,-1
2.10459,1.97385,-1
1.68814,2.35531,-1
0.91688,2.75605,-1
0.86043,3.02246,-1
0.75134,3.01813,-1
4.67429,3.02539,-1
2.43257,1.66938,-1
1.82721,2.52830,-1
1.11662,0.52114,-1
1.04233,0.99899,-1
2.05249,4.14200,-1
3.08340,1.35467,-1
0.83750,2.45110,-1
1.37746,4.97724,-1
1.59406,1.18135,-1
0.74319,1.13250,-1
2.30827,1.49836,-1
1.39673,2.62383,-1
3.54264,1.78094,-1
1.41007,1.11999,-1
1.94191,0.78367,-1
1.04397,1.61259,-1
1.28410,1.76352,-1
1.03305,1.46064,-1
1.92905,1.72085,-1
2.77524,1.04368,-1
1.30023,2.79978,-1
1.96315,0.54620,-1
1.34751,2.19629,-1
1.71745,3.00844,-1
2.66046,1.21010,-1
1.72999,1.94594,-1
1.08900,2.39905,-1
1.17018,1.39268,-1
1.54041,1.99734,-1
1.52704,2.57866,-1
1.16611,1.14764,-1
1.77228,3.32375,-1
2.73631,3.88345,-1
1.49113,2.44173,-1
1.51918,2.03210,-1
0.68345,1.00131,-1
1.20949,2.70988,-1
0.94430,0.97092,-1
1.41270,5.23032,-1
2.03447,2.76181,-1
3.03226,2.36054,-1
3.38515,1.59017,-1
1.57341,0.54565,-1
1.45052,0.98276,-1
2.28646,2.50728,-1
2.00584,8.56313,-1
2.23916,3.13977,-1
2.25086,2.42504,-1
0.91199,1.45471,-1
2.04653,2.16706,-1
1.58944,3.58718,-1
1.21640,1.72912,-1
1.24927,6.26547,-1
2.75270,0.96836,-1
1.19256,1.60682,-1
1.00529,2.07811,-1
1.79656,0.62353,-1
3.68514,2.82710,-1
1.66566,2.10998,-1
1.86511,2.11366,-1
1.13281,3.24406,-1
3.22098,3.76675,-1
1.73324,3.25864,-1
2.03815,1.51999,-1
1.12656,1.95824,-1
2.32012,2.48947,-1
1.92641,0.94736,-1
1.03832,1.08153,-1
1.67514,1.55865,-1
1.37680,2.10982,-1
1.72237,5.89767,-1
1.49149,3.24903,-1
1.52812,1.54419,-1
1.09072,1.38064,-1
1.44872,5.05449,-1
2.24030,10.38253,-1
3.31305,2.22657,-1
1.03644,1.51086,-1
4.26723,0.86278,-1
3.03567,3.61464,-1
1.76368,2.39607,-1
1.46158,4.05214,-1
1.24675,1.16740,-1
2.30046,2.32645,-1
1.24877,1.36012,-1
1.37060,4.32743,-1
2.34773,1.44670,-1
1.96281,1.91086,-1
2.36009,1.63445,-1
2.01757,3.65603,-1
1.40444,2.60403,-1
1.34240,1.10240,-1
2.26720,1.37766,-1
1.26052,1.07527,-1
2.65028,2.72761,-1
2.26207,2.45757,-1
1.84982,0.75484,-1
1.65085,0.64140,-1
1.90837,1.96553,-1
6.75762,3.05970,-1
1.57621,2.22839,-1
0.88458,0.79750,-1
3.54678,0.79367,-1
2.10421,3.38802,-1
1.27231,1.84555,-1
4.69705,1.59720,-1
2.05521,4.43586,-1
1.85462,1.24872,-1
1.20787,2.18423,-1
1.07684,2.58748,-1
0.81272,3.29342,-1
1.39213,1.20610,-1
1.08194,2.49526,-1
2.13636,10.47593,-1
1.45201,0.81238,-1
3.34543,2.61271,-1
3.01691,1.75442,-1
1.76051,1.22599,-1
1.47240,1.22239,-1
2.61396,2.71486,-1
1.04227,8.07987,-1
2.15864,1.25070,-1
1.26157,2.78591,-1
1.40477,1.43988,-1
1.26021,6.59255,-1
2.07560,2.79211,-1
1.20775,1.85384,-1
1.07743,2.92100,-1
2.05688,2.00702,-1
1.39184,3.91306,-1
1.90529,1.80155,-1
1.43225,1.02752,-1
1.83642,2.33467,-1
0.59109,5.13779,-1
1.98644,0.98219,-1
3.46054,1.74123,-1
2.49856,3.67994,-1
2.37348,0.63631,-1
1.49796,2.93078,-1
1.77251,3.16381,-1
1.81793,2.28894,-1
1.71353,1.26853,-1
1.18271,2.00515,-1
1.43204,2.12955,-1
1.53740,3.52948,-1
1.36035,2.99850,-1
2.30420,1.63209,-1
4.55097,5.32241,-1
0.97109,1.95326,-1
1.73557,1.23662,-1
0.92593,1.54798,-1
2.77598,3.37085,-1
2.89784,2.26399,-1
0.84788,3.43260,-1
3.58757,2.09915,-1
1.06836,8.95393,-1
1.80530,0.74127,-1
2.55889,1.56901,-1
1.74870,1.91452,-1
4.12995,2.12453,-1
4.95810,4.82441,-1
1.74251,2.29716,-1
0.76888,1.87963,-1
1.42476,2.09837,-1
1.17440,3.16103,-1
1.21422,1.33155,-1
1.05014,2.63923,-1
1.70110,0.78740,-1
3.82918,1.92076,-1
1.23820,1.14445,-1
1.47373,1.36109,-1
2.62896,2.38576,-1
2.67816,1.02527,-1
2.00214,1.11251,-1
2.48533,0.81098,-1
2.33565,0.52882,-1
1.41524,1.83875,-1
1.95728,4.04567,-1
1.46279,1.80550,-1
1.15033,1.75002,-1
2.12527,1.07461,-1
1.69381,5.20693,-1
1.52982,1.73386,-1
1.85279,4.37721,-1
2.44753,2.50224,-1
1.92933,1.71973,-1
1.78215,3.85467,-1
1.84396,3.63083,-1
1.68285,1.88350,-1
1.20951,4.38229,-1
2.25853,5.86368,-1
2.89667,1.93601,-1
1.33157,1.72736,-1
3.56478,2.56712,-1
1.53649,2.48694,-1
1.49556,3.26907,-1
1.15138,1.72745,-1
1.20089,3.09277,-1
1.12616,3.77786,-1
1.89945,2.24012,-1
3.12305,2.20776,-1
2.03600,0.94876,-1
2.32026,0.99633,-1
2.82000,0.83789,-1
0.60664,0.95450,-1
1.54184,1.83481,-1
1.89877,0.76418,-1
2.19658,7.74958,-1
0.97830,3.13795,-1
1.10258,0.58241,-1
2.26205,1.00730,-1
1.57361,1.88831,-1
2.05697,0.72056,-1
1.12271,1.52816,-1
0.85768,3.87521,-1
2.23553,1.82517,-1
2.65733,1.93413,-1
3.16712,1.10412,-1
0.89326,1.44283,-1
0.96586,0.89500,-1
0.91435,2.50560,-1
1.62147,1.53522,-1
1.28891,3.22206,-1
2.78894,4.23059,-1
0.92125,3.84325,-1
0.82124,1.97209,-1
1.78983,1.48826,-1
2.65693,0.96617,-1
1.19587,2.16216,-1
0.99376,3.58115,-1
1.55312,1.64122,-1
0.85678,1.81486,-1
1.66020,2.91474,-1
2.29643,3.38161,-1
1.79876,0.86058,-1
0.76821,2.27043,-1
1.33012,2.26482,-1
1.46110,1.83918,-1
3.40564,3.44068,-1
2.37724,1.61848,-1
1.61150,1.22665,-1
2.78360,2.37645,-1
1.08557,2.65350,-1
1.43432,1.76738,-1
2.90091,3.24681,-1
3.00703,0.80993,-1
2.20814,1.05659,-1
2.00632,0.31877,-1
1.30415,2.75342,-1
2.22101,1.11114,-1
1.18381,1.73001,-1
2.07468,3.68975,-1
1.84547,2.07634,-1
2.60055,1.54611,-1
1.39049,1.21036,-1
2.12645,1.74330,-1
2.26431,2.89145,-1
1.15102,0.81079,-1
1.75505,1.93284,-1
3.12334,3.22018,-1
1.72457,0.85861,-1
1.45725,3.00903,-1
1.97914,3.03418,-1
1.47692,1.18616,-1
1.96847,0.81652,-1
1.56220,2.61139,-1
1.63668,3.27053,-1
1.98241,2.85012,-1
2.84319,3.18264,-1
1.97536,0.99077,-1
3.18787,2.85853,-1
0.73246,1.42190,-1
1.37754,1.43789,-1
1.81194,0.79173,-1
1.18049,3.89668,-1
0.98967,2.23677,-1
2.11027,3.67726,-1
2.10661,4.98586,-1
1.85105,1.01781,-1
1.93117,2.96184,-1
1.16390,1.99839,-1
1.35111,3.48531,-1
1.57985,3.91422,-1
1.25216,3.29459,-1
1.88279,1.23298,-1
4.24648,1.86658,-1
1.35949,2.35958,-1
2.13609,13.39815,-1
1.09006,4.20372,-1
2.81742,8.10419,-1
1.11890,2.58235,-1
1.79228,2.28668,-1
1.28732,2.90926,-1
2.02345,1.46717,-1
1.65623,4.24169,-1
1.61997,1.83202,-1
5.36361,0.88324,-1
1.28144,3.39568,-1
1.61809,0.78575,-1
4.82210,0.66594,-1
1.04219,2.39419,-1
2.05690,1.13821,-1
1.07188,1.16598,-1
2.48993,1.82728,-1
1.87951,1.50179,-1
2.14009,1.76179,-1
1.47470,2.37083,-1
1.81862,0.99888,-1
2.97132,0.96605,-1
0.66362,0.57139,-1
0.85786,1.59338,-1
1.94680,2.99987,-1
1.26883,1.32133,-1
1.46442,2.72045,-1
0.90595,2.78483,-1
1.14805,3.64899,-1
1.40260,3.64599,-1
1.23328,1.33202,-1
1.16580,1.20430,-1
1.39272,2.07308,-1
1.13081,1.35133,-1
2.82005,4.81456,-1
1.11030,4.60852,-1
3.41159,2.13205,-1
1.41939,1.55850,-1
0.92247,2.73597,-1
1.28727,1.35830,-1
2.39600,1.86823,-1
2.51525,1.46480,-1
1.75785,2.14546,-1
1.84958,3.96304,-1
2.12371,3.14397,-1
0.91978,3.99947,-1
1.30645,1.16320,-1
0.79290,2.24315,-1
1.37762,1.11627,-1
2.41020,2.53678,-1
2.19674,2.44836,-1
4.11703,4.38323,-1
1.76243,3.89439,-1
0.69587,2.98003,-1
3.24060,1.48729,-1
2.75361,1.51347,-1
1.30597,0.58805,-1
1.80227,1.53882,-1
2.25191,0.79396,-1
1.92299,3.51801,-1
2.17830,3.45964,-1
1.57604,2.18797,-1
1.62332,1.60473,-1
1.70785,2.19425,-1
1.20218,5.27523,-1
2.91300,4.52433,-1
1.65290,1.53870,-1
2.16971,2.22787,-1
1.17120,1.02809,-1
1.07241,2.56110,-1
1.58981,3.13754,-1
1.49017,3.45571,-1
2.65895,0.80354,-1
2.10103,2.72583,-1
2.04665,1.19898,-1
0.92499,1.60651,-1
1.11955,3.23105,-1
1.78750,2.40831,-1
1.43455,1.82532,-1
2.76222,2.89805,-1
2.81922,5.36931,-1
1.30693,1.38528,-1
2.33977,0.89578,-1
2.88112,1.00266,-1
1.87460,1.14274,-1
3.15615,1.34618,-1
2.52180,2.84627,-1
1.79614,0.57611,-1
2.34134,2.32003,-1
1.78205,1.26231,-1
1.39660,3.89517,-1
1.90291,1.20522,-1
1.67278,2.02290,-1
1.42497,1.14734,-1
3.34815,1.33785,-1
1.80130,1.72274,-1
4.91431,1.75545,-1
1.46453,1.46978,-1
2.06621,3.96296,-1
3.10511,2.80130,-1
4.91205,6.12935,-1
1.86158,1.70509,-1
1.20189,3.81896,-1
2.27357,0.57147,-1
0.97243,2.95379,-1
1.47766,2.51653,-1
1.83813,1.60881,-1
2.99164,3.05631,-1
2.92957,3.40954,-1
1.63064,3.74403,-1
2.38589,2.59056,-1
1.44989,2.88822,-1
2.14781,1.34392,-1
3.54705,1.04383,-1
1.75541,1.71503,-1
1.46197,2.25225,-1
1.34984,3.56287,-1
2.19589,1.25319,-1
2.81487,1.50127,-1
3.85847,11.99733,-1
1.68475,1.38604,-1
1.75982,6.37371,-1
1.28007,3.58475,-1
3.14180,1.44097,-1
1.59971,1.88904,-1
1.36439,1.76986,-1
3.94992,2.67539,-1
2.27949,4.56941,-1
2.19578,0.75376,-1
1.10271,6.78176,-1
1.96127,3.21129,-1
2.03004,1.44869,-1
1.06514,1.86711,-1
1.50634,2.41029,-1
1.40218,2.40537,-1
2.03632,4.13906,-1
1.10210,3.87329,-1
2.54877,1.62381,-1
3.36676,1.86273,-1
1.46009,3.12753,-1
1.64300,2.16452,-1
2.01910,3.98206,-1
2.66792,1.33367,-1
2.03157,2.67249,-1
1.93251,2.39410,-1
1.35917,4.64185,-1
1.50291,0.89826,-1
2.10719,2.01466,-1
3.23213,2.07944,-1
2.06960,0.49404,-1
1.01774,4.25824,-1
1.96055,10.86492,-1
1.58907,1.75188,-1
1.49538,2.39221,-1
1.51032,1.52385,-1
1.15962,2.53601,-1
1.45017,1.60336,-1
1.20470,1.89446,-1
1.42478,5.31690,-1
1.72790,1.21126,-1
1.76780,1.42543,-1
1.51246,1.92409,-1
1.55109,1.85989,-1
1.67109,4.77592,-1
1.98043,6.81249,-1
2.75289,1.11972,-1
2.11285,1.37079,-1
1.47010,2.75188,-1
2.09427,1.60252,-1
1.49449,6.65728,-1
0.80873,5.37373,-1
0.64475,2.81626,-1
0.83074,2.82408,-1
1.49953,1.64372,-1
2.57783,-2.04526,1
0.57972,0.23842,1
1.16250,0.31784,1
1.56667,-1.72035,1
0.09645,1.25240,1
1.51500,0.07384,1
1.23528,0.02905,1
0.80079,-0.02222,1
0.97519,1.01818,1
0.14437,1.83095,1
0.76655,-1.05963,1
3.27292,-1.89825,1
0.18776,0.90033,1
2.01105,-1.35623,1
-0.28555,0.96977,1
1.82221,-0.86370,1
1.14955,2.54356,1
2.58453,-0.68444,1
2.30524,-1.47819,1
0.52146,1.05094,1
1.93929,-2.23278,1
0.30295,0.36114,1
0.89704,0.36115,1
1.59675,-0.19569,1
2.44602,0.08497,1
-1.14055,1.84653,1
1.78674,-0.48553,1
2.30696,0.26326,1
2.17878,-1.24767,1
2.19986,-0.99510,1
2.26607,-0.51045,1
-0.26146,1.86716,1
2.14604,-0.23851,1
2.68182,-0.39077,1
2.62767,0.02373,1
0.99741,0.96024,1
2.95716,-1.35885,1
0.74759,0.60305,1
3.33010,-1.10071,1
1.70468,-0.08906,1
3.78321,-1.68638,1
0.26961,0.06253,1
0.91590,0.85682,1
1.62476,-1.20090,1
1.00751,0.21946,1
0.97917,-0.09430,1
0.91558,1.73617,1
0.86761,-0.24529,1
-0.04336,0.77120,1
2.45747,0.51781,1
2.16369,-0.71139,1
1.80183,0.16103,1
1.61769,-0.28531,1
1.04411,1.31185,1
1.43688,-0.15458,1
2.02273,-1.18405,1
1.54098,-0.26053,1
0.46425,1.44386,1
2.40680,-0.08369,1
2.07721,-0.79753,1
0.81585,1.32891,1
1.93173,0.52378,1
1.85390,-0.41143,1
2.25987,-0.80803,1
2.77120,-1.81180,1
0.95350,-0.13195,1
1.55307,-0.55715,1
0.67405,-0.03507,1
3.12749,-1.49319,1
0.64847,1.83723,1
1.09446,0.60650,1
2.36232,-2.29072,1
0.00158,0.83905,1
2.08754,-0.65555,1
1.46888,0.54615,1
1.92287,0.74001,1
2.02582,-1.25140,1
4.10082,-3.39315,1
1.49405,1.00575,1
1.94910,-0.29906,1
2.79497,-0.12960,1
0.94168,0.35989,1
2.20042,-0.76115,1
0.21935,0.27898,1
1.91936,0.60795,1
2.00663,-1.47959,1
0.67779,0.94486,1
1.03331,0.53540,1
0.06413,1.25534,1
1.82524,-1.43323,1
2.75553,-0.72108,1
0.67378,-0.04583,1
1.38732,1.17150,1
1.18470,1.31919,1
1.76964,0.22014,1
1.41342,-0.51176,1
1.34290,1.11045,1
-0.42920,2.21893,1
0.52432,0.91664,1
1.35974,0.05135,1
1.79684,-0.85500,1
1.52469,0.96182,1
1.52875,-0.89111,1
1.23598,0.24630,1
0.49095,0.69032,1
1.05986,1.40436,1
0.94218,0.67952,1
-0.11654,1.35333,1
-0.60421,1.87023,1
3.26562,-2.21889,1
3.88199,-1.51928,1
2.79105,-0.74533,1
3.23293,-2.43323,1
1.50031,-0.67343,1
1.61711,-0.54435,1
1.52258,0.48984,1
0.31934,-0.37030,1
2.09628,-0.83480,1
1.88727,-1.23579,1
0.94658,1.07015,1
2.30525,-0.09979,1
2.47004,-1.83901,1
1.06542,-0.31557,1
0.56716,-0.33402,1
2.09169,-0.31928,1
1.56174,1.29942,1
0.63137,-0.24368,1
1.58593,-0.33529,1
2.00200,0.30392,1
1.31116,0.71880,1
2.23408,-0.26685,1
1.98662,-1.61505,1
1.39932,-0.37113,1
1.28273,0.07615,1
0.93677,0.52686,1
1.86408,0.22384,1
1.51029,-0.85489,1
0.81409,0.59624,1
1.71056,-0.05186,1
0.83951,1.01331,1
1.62360,-0.07413,1
1.86920,0.27274,1
1.28002,-0.34287,1
1.76991,-1.52986,1
1.33191,-1.87829,1
2.17035,-1.29659,1
0.20888,2.37180,1
1.60026,-0.30037,1
1.05478,1.43089,1
1.43274,0.60684,1
0.07396,2.40825,1
0.99573,1.36020,1
2.46428,-1.57134,1
2.25551,-0.03493,1
0.41324,0.84434,1
0.91124,0.08980,1
-0.99142,2.35273,1
1.55206,-0.05022,1
2.66201,-2.03185,1
0.35612,-0.04403,1
2.31005,-1.09571,1
1.52779,0.11469,1
-0.20965,0.71580,1
2.24683,1.15711,1
1.41375,0.49879,1
0.68408,-1.00104,1
1.82674,-0.02435,1
1.82361,0.05502,1
4.55577,-2.92468,1
0.81635,0.21490,1
1.46122,1.83823,1
3.01125,-1.28301,1
2.65603,-1.98005,1
0.93410,0.73531,1
2.61952,-1.98095,1
2.98015,-2.02720,1
0.50132,0.71854,1
2.62434,-0.36757,1
0.27504,1.40423,1
3.32069,-1.03433,1
1.73947,-0.97438,1
1.40678,0.38410,1
0.73037,0.44306,1
1.29364,0.72312,1
1.19069,0.12275,1
1.27773,-0.60487,1
2.83952,-0.06008,1
1.82685,1.15840,1
2.60366,0.12103,1
0.76770,0.23086,1
